"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Schoharie County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
oharie,Blenheim (Town),8.1 MI N OF DELAWARE CL,30  30 95021080 WESTKILL CREEK,NYSDOT,1994,09/15/2016,N,6.39
oharie,Blenheim (Town),9.1 MI NE OF DELAWARE CL,30  30 95021090 SCHOHARIE CREEK,NYSDOT,2005,11/05/2015,N,5.82
oharie,Blenheim (Town),0.2 MI N North Blenheim,3030 95021091 DEVILS RUN,NYSDOT,2005,09/17/2015,FO,6.35
oharie,Blenheim (Town),2.5 MI N OF N BLENHEIM,BEAR LADDER ROAD COLE HOLLOW BROOK,30 - County,1935,05/09/2017,N,4.62
oharie,Blenheim (Town),1.5 MI WEST OF N BLENHEIM,COUNTY ROAD 2 MILL CREEK,30 - County,1995,04/03/2017,N,6.64
oharie,Blenheim (Town),2.5 MI WEST OF N BLENHEIM,COUNTY ROAD 2 MILL CREEK,30 - County,1983,03/28/2017,N,4.65
oharie,Blenheim (Town),2.5 MI WEST OF N.BLENHEIM,COUNTY ROAD 2 MILL CREEK,30 - County,1990,03/28/2017,N,6.49
oharie,Blenheim (Town),1 MI W OF N BLENHEIM,CREAMERY ROAD WEST KILL CREEK,30 - County,1928,06/28/2017,FO,4.39
oharie,Broome (Town),1.8 MI NW OF ALBANY CL,145 145 95031018 LAKE CREEK,NYSDOT,1931,04/03/2017,N,4.21
oharie,Broome (Town),5 MI SE OF BROOME CENTER,BATES CHURCH ROAD TRIB CATSKILL CRK,30 - County,1931,08/17/2015,SD,3.54
oharie,Broome (Town),0.9 MI SE LIVINGSTONEVILL,CC CAMP ROAD CATSKILL CREEK,30 - County,2014,04/03/2017,FO,6.92
oharie,Broome (Town),2 MI N OF LIVINGSTONVILLE,COUNTY RD 19A LAKE CREEK,30 - County,1999,06/28/2017,N,6.69
