"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Monroe County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
roe,Brighton (Town),RTE. 15 OVER CANAL,15  15 43031127 390I390I43031147,NYSDOT,1981,10/21/2016,FO,5.92
roe,Brighton (Town),JCT BARGE C + RTE 15A,15A 15A43041129 ERIE CANAL,NYSDOT,2016,12/08/2016,SD,7.00
roe,Brighton (Town),JCT RTS I-390 & 15A,15A 15A43041228 390I390I43031142,NYSDOT,1981,12/21/2016,FO,5.31
roe,Brighton (Town),0.8MI SE JCT RTS31+47,31  31 43033017 ALLEN CREEK,NYSDOT,1964,09/16/2015,N,5.89
roe,Brighton (Town),1.0MI SE JCT RTS 96 + 441,96  96 43051088 ALLEN CREEK,NYSDOT,1932,06/09/2015,FO,4.37
roe,Brighton (Town),0.6 MI E JCT RTS 286 & 47,286 286 43011007 IRONDEQUOIT CREEK,NYSDOT,1965,08/17/2016,N,5.89
roe,Brighton (Town),0.6 MI E JCT RTS 286 & 47,286 286 43011007 IRONDEQUOIT CREEK,NYSDOT,1965,08/17/2016,N,6.08
roe,Brighton (Town),IN EAST BRIGHTON,390I390I43031129 ERIE CANAL,NYSDOT,1981,10/24/2016,N,6.12
roe,Brighton (Town),IN EAST BRIGHTON,390I390I43031132 ERIE CANAL,NYSDOT,1981,10/24/2016,N,6.25
roe,Brighton (Town),.9 MI E JCT I390 & SH15A,390I390I43031133 590I590I43011002,NYSDOT,1981,12/21/2016,FO,5.75
roe,Brighton (Town),ROCHESTER OUTER LOOP N.B.,390I390I43031138 ERIE CANAL,NYSDOT,1978,09/19/2017,N,5.84
roe,Brighton (Town),ROCHESTER OUTER LOOP S.B.,390I390I43031139 ERIE CANAL,NYSDOT,1978,11/18/2016,N,5.66
roe,Brighton (Town),.1 MI W JCT SH441 &I490EB,441 441 43011101 ALLEN CREEK,NYSDOT,1927,11/02/2015,N,5.97
roe,Brighton (Town),1 MI E JCT I490 E & 441,441 441 43011102 490I490I43023015,NYSDOT,2001,10/29/2015,N,5.82
roe,Brighton (Town),0.7MI E JCTI490EAST+441,490I490I43023013 ALLEN CREEK,NYSDOT,1900,11/17/2015,N,5.30
roe,Brighton (Town),EXIT 21 OF I490,590 590 43011002 CSX,NYSDOT,1989,11/18/2016,N,6.33
roe,Brighton (Town),JCT ROL SB+BLOSSOM RD,590 590 43011005 941V286A43011002,NYSDOT,1960,04/06/2017,FO,5.12
roe,Brighton (Town),JCT ROL SB&BLOSSOM RD,590 590 43011005 941V286A43011002,NYSDOT,1960,04/06/2017,FO,4.90
roe,Brighton (Town),JCT ROL + RTE 286,590 590 43012000 286 286 43011001,NYSDOT,1960,10/14/2016,SD,4.19
roe,Brighton (Town),.3 MI NW OF 490I & CLOVER,590 590 43013G01 590 590 432131000,NYSDOT,1990,07/15/2016,FO,6.34
roe,Brighton (Town),.3MI NW OF 490I & CLOVRST,590 590 43013H01 490I490I43023002,NYSDOT,1990,11/01/2016,N,5.19
roe,Brighton (Town),2 MI SE JCT I-390 & 15A,590I590I43011014 WINTON ROAD-CR 98,NYSDOT,1981,04/07/2015,N,5.13
roe,Brighton (Town),2 MI SE JCT I-390 & 15A,590I590I43011014 WINTON ROAD-CR 98,NYSDOT,1981,03/30/2015,N,5.08
roe,Brighton (Town),0.1MI E JCT ROL+WINTON RD,590I590I43011015 ALLENS CREEK,NYSDOT,1966,06/28/2016,FO,6.57
roe,Brighton (Town),1.0MI SE JCT 31+47 SB ROL,590I590I43011028 31 31 43033019,NYSDOT,1966,11/05/2015,FO,4.53
roe,Brighton (Town),1.0MI SE JCT 31+47 NB ROL,590I590I43011028 31 31 43033019,NYSDOT,1966,11/05/2015,FO,4.63
roe,Brighton (Town),1.4MINE JCT ROL+S WINTON,590I590I43011030 ALLENS CK RD-CR60,NYSDOT,1966,06/08/2015,N,6.14
roe,Brighton (Town),1.4MINE JCT ROL+S WINTON,590I590I43011030 ALLENS CK RD-CR60,NYSDOT,1966,06/08/2015,N,6.19
roe,Brighton (Town),1.5MINE JCT ROL+S WINTON,590I590I43011031 ALLENS CREEK,NYSDOT,1964,06/29/2016,N,6.00
roe,Brighton (Town),0.9 MI E JCT I-390 & 15A,590I590I43013A01 390I390I43031133,NYSDOT,1981,12/22/2016,FO,4.36
roe,Brighton (Town),1 MI E JCT I-390 & 15A,590I590I43031131 SOUTH CLINTON AVENUE,NYSDOT,1981,12/20/2016,N,5.48
roe,Brighton (Town),3 MI NW OF HENRIETTA,BRGHTN-HENRTTA TL RED CREEK,30 - County,1998,11/01/2016,FO,6.31
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Monroe County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
roe,Brighton (Town),0.5 MI N JCT RTS 15A&252,Brighton Henrietta Town Line 15A 15A 43041238,NYSDOT,1976,06/29/2016,N,5.98
"",,,Road,,,,,
roe,Brighton (Town),1 MI E JCT I-390 & 15A,CLINTON AVENUE 590I590I43011004,NYSDOT,1981,06/20/2017,FO,5.19
roe,Brighton (Town),0.2MI W JCT 490I & RTE 65,CLOVER STREET 490I490I43023004,NYSDOT,1989,04/19/2016,FO,5.66
roe,Brighton (Town),3.7 MI SW OF WEST WEBSTER,CORWIN RD IRONDEQUOIT CK TR,40 - Town,1927,09/28/2016,N,4.91
roe,Brighton (Town),S EDGE CITY OF ROCHESTER,CRITTENDEN ROAD RED CREEK,30 - County,2000,11/01/2016,N,7.00
roe,Brighton (Town),.4 MI W OF CSX TRANSPORT,CRITTENDEN ROAD Red Creek Trib.,30 - County,1998,11/01/2016,N,5.00
roe,Brighton (Town),.5 MILE N JCT SH65 & SH31,Clover Street ALLEN CREEK,30 - County,2005,10/03/2017,N,6.64
roe,Brighton (Town),0.7MI E JCT ROL+S WINTON,EDGEWOOD AVE 590I590I43011021,NYSDOT,1966,06/21/2017,SD,4.90
roe,Brighton (Town),TOWN OF BRIGHTON,EDGEWOOD AVENUE ALLEN CREEK,30 - County,2014,11/15/2016,N,7.00
roe,Brighton (Town),JCT ROL&RTE 47  BRIGHTON,ELMWOOD AVENUE 590I590I43011037,NYSDOT,1987,05/08/2015,N,5.42
roe,Brighton (Town),2 MI E OF ROCHESTER,EVANS LANE ALLEN CREEK,40 - Town,2002,04/13/2017,FO,6.50
roe,Brighton (Town),0.1 MI.SE JCT.I-390 & 15,EW CONNECTION 390I390I43031146,NYSDOT,1981,12/02/2015,FO,5.20
roe,Brighton (Town),2 MI NW OF PITTSFORD,FRENCH ROAD ALLEN CREEK,40 - Town,1964,05/03/2016,N,6.00
roe,Brighton (Town),0Town Of Brighton,I590 Buckland Creek,NYSDOT,1963,11/10/2016,N,7.00
roe,Brighton (Town),.5 MI NW JCT SH15 & CANAL,KENDRICK RD 390I390I430311521,NYSDOT,1981,07/21/2016,FO,6.47
roe,Brighton (Town),3.9 MI SW OF WEST WEBSTER,NORTH LODGE DRIVE IRONDEQUOIT CREEK,30 - County,1989,05/04/2016,N,5.30
roe,Brighton (Town),JCT RTES 490I & CO.RTE269,PENFIELD ROAD 490I490I43023006,NYSDOT,1989,05/10/2017,FO,6.02
roe,Brighton (Town),JUST N JCT I390 & SH 15,RAMP CH TO I390NB OPEN AREA,NYSDOT,1981,10/20/2015,N,5.42
roe,Brighton (Town),.5 MI NW JCT SH15 & CANAL,RAMP EH OPEN AREA,NYSDOT,2014,11/07/2016,N,6.88
roe,Brighton (Town),INTERSECT. 490I & 590I,RAMP WS 490I 490I 590 590 43011001,NYSDOT,1990,06/30/2016,FO,6.03
roe,Brighton (Town),At I390 in Rochester,Ramp from NY15 NB to I390 NB Erie Canal,NYSDOT,2014,10/25/2016,FO,7.00
