"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Essex County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
ex,Chesterfield (Town),2.5 MI N JCT RTS 22 & I87,99 12111560 MUD BROOK,NYSDOT,1929,09/06/2016,N,5.62
ex,Chesterfield (Town),2.3 MI S JCT RTS I87 & 22,87I 87I12111517 99 12111514,NYSDOT,2015,10/17/2016,N,7.00
ex,Chesterfield (Town),2.3 MI S JCT RTS I87 & 22,87I 87I12111519 99 12111513,NYSDOT,2014,10/17/2016,N,6.59
ex,Chesterfield (Town),1.6 MI N JCT RTS I87 & 22,87I 87I12111555 UNDERPASS ROAD,NYSDOT,1965,04/11/2017,SD,5.84
ex,Chesterfield (Town),1.6 MI N JCT RTS I87 & 22,87I 87I12111558 UNDERPASS ROAD,NYSDOT,1965,04/11/2017,SD,5.32
ex,Chesterfield (Town),2.5 MI N JCT RTS I87 & 22,87I 87I12111566 MUD BROOK,NYSDOT,1966,09/06/2016,N,4.33
ex,Chesterfield (Town),I87 AT CLINTON CO LINE,87I 87I12111572 AUSABLE RIVER,NYSDOT,1994,07/18/2017,N,6.55
ex,Chesterfield (Town),I87 AT CLINTON CO LINE,87I 87I12111575 AUSABLE RIVER,NYSDOT,1995,07/18/2017,N,6.60
ex,Chesterfield (Town),9.5 Mi N Exit 32 of I87,87I  87I12111521 MCGUIRE BROOK,NYSDOT,1965,07/26/2016,N,5.00
ex,Chesterfield (Town),EXIT 33 OF I87,ACCESS-US 9/SH 22 87I 87I12111539,NYSDOT,1965,10/08/2015,N,4.94
ex,Chesterfield (Town),.1 MILE S JCT I87 & SH 9N,AUGUR LAKE ROAD 87I 87I12111574,NYSDOT,1961,09/09/2015,SD,4.25
ex,Chesterfield (Town),1.5 Mi. N.E. Rte. 9 Keesv,"CR 17, SOPER RD. MUD BROOK",30 - County,2008,07/26/2016,N,6.41
ex,Chesterfield (Town),DUGWAYRDTOBACKST-AUSABL,DUGWAY ROAD AUSABLE RIVER,30 - County,1983,05/17/2016,N,6.16
