"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Putnam County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nam,Brewster (Village),0.9 MI W JCT RTS 6+22+202,66 84041121 MNRR HA LINE,60 - Railroad,1937,06/21/2017,SD,2.57
nam,Brewster (Village),JCT US 6 & 202 & SH 22,66 84041130 EAST BRANCH CROTON,NYSDOT,1931,07/25/2017,FO,5.36
"",,,RIVER,,,,,
nam,Carmel (Town),1.2 MI W JCT US 6 & SH 52,66 84041066 W BR CROTON RIVER,NYSDOT,2004,11/10/2016,N,6.21
nam,Carmel (Town),1.4 MI E JCT US 6 & SH 52,66 84041091 BIKE PATH,NYSDOT,2009,07/24/2017,N,6.23
nam,Carmel (Town),1.1 MI NE OF TOMPKINS CRN,987G 987G84021052 PEEKSKLL HOLLW CK,NYSDOT,1932,10/20/2016,FO,4.86
nam,Carmel (Town),0.7 MI NW OF CROTON FALLS,CROTN FL RD CR 34 W BRANCH CROTON R,43 - NYC Dept of Water,1908,09/20/2016,FO,5.00
"",,,,"Supply, Gas and Electric",,,,
nam,Carmel (Town),2.2 MI E OF MAHOPAC,DREWVLLE RD CR 36 W BRANCH CROTON R,30 - County,1930,11/02/2016,SD,3.85
nam,Carmel (Town),1.4 MI E OF CARMEL,FAIR ST MID BR CROTON RVR,30 - County,2006,12/23/2015,N,6.83
nam,Carmel (Town),1.2 MI NW OF BALDWIN PL,STILLWATER ROAD MUSCOOT RIVER,30 - County,1930,04/03/2017,FO,6.07
nam,Carmel (Town),2.5 MI E OF MAHOPAC,W SHORE DR W BRANCH CROTON RIVER,43 - NYC Dept of Water,1908,09/02/2016,FO,4.35
"",,,,"Supply, Gas and Electric",,,,
nam,Cold Spring (Village),AT COLD SPRING,LUNN TERRACE MNRR HU LINE,60 - Railroad,1930,07/17/2017,SD,3.88
nam,Kent (Town),0.2 MI E JCT I84 INT 17,84I 84I84031006 STUMP POND STREAM,NYSDOT,1968,12/23/2016,N,6.00
nam,Kent (Town),0.2 MI E JCT I84 INT 17,84I 84I84031006 STUMP POND STREAM,NYSDOT,1968,12/23/2016,N,6.00
nam,Kent (Town),2.3 MI NW EXIT 18 OF I84,84I 84I84031028 STUMP POND STREAM,NYSDOT,1968,12/06/2016,N,7.00
nam,Kent (Town),I84 INT 17,84IMM  58.84 LUDINGTONVILLE RD,NYSDOT,1969,09/01/2016,N,5.06
nam,Kent (Town),I84 INT 17,84IX LUDNGTNVL RD-CR43,NYSDOT,1969,09/01/2016,N,5.08
nam,Kent (Town),JCT RTE 301+TSP,301 301 84011087 987G 987G84021108,NYSDOT,1935,09/03/2015,FO,5.00
nam,Kent (Town),4.2 MI E JCT SH 301 & TSP,301 301 84011129 W BR CROTON RIVER,NYSDOT,1929,12/23/2015,N,4.98
nam,Kent (Town),6.6 MI E JCT RTS 301+TSP,301 301 8401153 W BR.CROTON RIVER,NYSDOT,1953,11/10/2016,N,5.51
nam,Kent (Town),0.3 MI W JCT RTS 311+I84,311 311 84011008 MIDDLE BR CROTON,NYSDOT,1936,11/30/2016,N,4.00
nam,Kent (Town),0.1 MI E I84 INT 17,BOWEN ROAD 84I 84I84031015,NYSDOT,1968,08/16/2016,FO,5.03
nam,Kent (Town),2.6 MI N OF LAKE CARMEL,BOWEN ROAD DREW LAKE OUTLET,40 - Town,1968,05/10/2016,N,5.00
nam,Kent (Town),3.2 MI SW OF LAKE CARMEL,DIXON ROAD W BR CROTON RIVER,43 - NYC Dept of Water,1929,10/14/2015,N,6.48
"",,,,"Supply, Gas and Electric",,,,
nam,Kent (Town),5.0 MI NW OF L CARMEL,FARMER MILLS ROAD SEVEN HILLS LAKE OUTLET,30 - County,1958,06/07/2016,N,4.74
nam,Kent (Town),AT LAKE CARMEL,LAKE SHORE DRIVE LK CARMEL OUTLET,30 - County,1925,05/10/2016,N,4.02
nam,Kent (Town),1.3 MI NE OF LAKE CARMEL,LUDINGTON CT DREW LAKE OUTLET,30 - County,1925,06/22/2016,SD,3.54
nam,Kent (Town),2.1 MILES SW OF HOLMES,LUDINGTONVILLE RD STUMP POND STREAM,30 - County,1968,03/31/2016,N,5.00
nam,Kent (Town),.9 MI E INT RTS 45 & 52,TOWNERS ROAD M.BR.CROTON RIVER,30 - County,1995,04/16/2015,FO,5.74
nam,Patterson (Town),0.4 MI N JCT RTS 22+164,22  22 82051115 CROTON RIVER,NYSDOT,1932,10/31/2016,N,5.57
nam,Patterson (Town),I84 INT 18,84I 84I84031033 311 311 84011010,NYSDOT,1968,10/06/2016,N,5.36
nam,Patterson (Town),I84 INT 18,84I 84I84031033 311 311 84011010,NYSDOT,1968,10/06/2016,N,5.28
nam,Patterson (Town),1.7 MI E I84 INT 18,84I 84I84031049 BULLET HOLE ROAD,NYSDOT,1968,10/05/2016,FO,5.45
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Putnam County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nam,Patterson (Town),1.7 MI E I84 INT 18,84I 84I84031049 BULLET HOLE ROAD,NYSDOT,1968,10/05/2016,N,5.87
nam,Patterson (Town),.6 MI SE I84 EXIT 18,84IMM  62.46 FAIR STREET-CR 60,NYSDOT,1968,10/13/2016,FO,5.45
nam,Patterson (Town),.6 MI SE I84 EXIT 18,84IMM  62.48 FAIR STREET-CR 60,NYSDOT,1968,10/13/2016,FO,5.42
nam,Patterson (Town),0.4 MI W JCT RTS 311+22,311 311 84011057 E BR CROTON RIVER,NYSDOT,1958,11/16/2016,N,5.17
