"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Wayne County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
yne,Arcadia (Town),3.2 MI NE JCT SH31 & SH88,31  31 37061062 CSX TRANS/AMTRAK,NYSDOT,1984,06/29/2017,N,5.51
yne,Arcadia (Town),1.5 MI N JCT RTS 31 + 88,88  88 37021037 GANARGUA CREEK,NYSDOT,1968,11/28/2016,N,4.24
yne,Arcadia (Town),4.4 MILES NE OF NEWARK,ARCAD-ZURIC ROAD GANARGUA CREEK,30 - County,1964,06/15/2017,SD,4.02
yne,Arcadia (Town),2.8 MI NE JCT RTE 88 + C,COUNTY HOUSE RD ERIE CANAL,NYSDOT,1914,05/31/2017,SD,4.18
yne,Arcadia (Town),2.5 MI NW OF NEWARK,COUNTY ROAD 225 STEBBINS CREEK,30 - County,2008,09/21/2016,N,6.67
yne,Arcadia (Town),2.2 MILE NORTH OF NEWARK,MUD MILLS ROAD GANARGUA CREEK,30 - County,1989,06/28/2017,N,5.54
yne,Arcadia (Town),7MI E. INTERS RTS 21 & 31,WHITBECK ROAD ERIE CANAL,NYSDOT,1990,09/09/2015,N,6.03
yne,Butler (Town),4.6 MI N JCT RTS 89 + 31,89  89 37031091 BUTLER CREEK,NYSDOT,1970,11/16/2016,SD,2.00
yne,Butler (Town),JCT OF RTS 89 + 104,89  89 37031152 104 104 37041303,NYSDOT,1970,11/13/2015,N,5.30
yne,Butler (Town),0.2 MI W JCT RTS 104 + 89,104 104 37041300 WOLCOTT CREEK,NYSDOT,1971,08/27/2015,N,5.21
yne,Clyde (Village),JCT OF SH 414 & BARGE CNL,414 414 37051044 CSX TRANS/AMTRAK,NYSDOT,1970,09/27/2017,SD,4.26
